DENOMINACION,TIPOVIA,PARTICULA,NOMBREVIA,DISTRITO,X,Y,GRADOACCESIBILIDAD,LINEAS
DR.ESQUERDO-SAMARIA,Calle,del,Doctor Esquerdo,3.0,443310.0,4474057.0,T,"30, 56, 143, 156"
Pº ERMITA DEL SANTO-Pº 15 DE MAYO,Paseo,de la,Ermita del Santo,11.0,438560.0,4472634.0,T,25
GTA. PRADERA DE NAVALURRAQUE,Avda,del,Ventisquero de la Condesa,8.0,439428.0,4482616.0,T,49
LAPONIA-MUNICH,Calle,de,Laponia,14.0,446837.0,4473147.0,T,30
AV.ROSALES-RUTILO,Avda,de,Los Rosales,12.0,441675.0,4468800.0,T,"23, N12"
JUAN I.LUCA TENA-DR.ZAMENHOF,Calle,de,Juan Ignacio Luca de Tena,20.0,446956.0,4477826.0,T,"114, 146"
NUEVA ZELANDA-RUPERTO ANDRES,Calle,de,Nueva Zelanda,9.0,438708.0,4480109.0,T,64
DIEGO DE LEON-PRINCIPE VERGARA,Calle,de,Diego de León,4.0,442454.0,4476454.0,T,61
DIEGO DE LEON-VELAZQUEZ,Calle,de,Diego de León,4.0,442126.0,4476454.0,T,61
DR.ESQUERDO-AV.NAZARET,Calle,del,Doctor Esquerdo,3.0,443294.0,4473816.0,T,"56, 143, 156, NC2"
MARTINEZ DE LA RIVA-GARCIA MIRANDA,Calle,de,Martínez de la Riva,13.0,443774.0,4470770.0,T,57
AV.PQUE.PALOMERAS BAJAS-ROMEO Y JULIETA,Avda,del,Parque de Palomeras Bajas,13.0,443917.0,4470379.0,T,"57, 144"
RAFAEL ALBERTI-AV.ALBUFERA,Avda,de,Rafael Alberti,13.0,445736.0,4471126.0,T,"144, N10"
ENRIQUE Gª ALVAREZ-SIERRA GORDA,Calle,de,Enrique García Álvarez,18.0,447932.0,4470558.0,T,58
AV.STA.EUGENIA Nº 35,Avda,de,Santa Eugenia,18.0,448105.0,4470752.0,T,58
PZA.JUAN DE MALASAÑA,Plaza,de,Juan de Malasaña,18.0,447387.0,4470330.0,T,"54, 58, 103, 142"
MONTES DE BARBANZA-SIERRA DEL EJE,Calle,de los,Montes de Barbanza,18.0,447544.0,4470087.0,T,"54, 103, 142, N9"
TOLEDO-LA PALOMA,Calle,de,Toledo,1.0,439750.0,4473441.0,T,"2, 17, 18, 23, 35, 60"
EMBAJADORES-GTA.EMBAJADORES,Calle,de,Embajadores,2.0,440524.0,4473086.0,T,"60, 148, N17"
DIEGO DE LEON-VELAZQUEZ,Calle,de,Diego de León,4.0,442095.0,4476478.0,T,61
CONDE DE PEÑALVER-MALDONADO,Calle,del,Conde de Peñalver,4.0,442846.0,4476325.0,T,210
AV. COMPLUTENSE-PZA.CARDENAL CISNEROS,Avda, ,Complutense,9.0,438476.0,4477109.0,T,"82, 132, G, N20, U"
EL BOSCO-PIO FELIPE,Calle,de,El Bosco,13.0,445166.0,4472316.0,T,"63, N9"
AV.STA.EUGENIA-U.V.A.VALLECAS,Avda,de,Santa Eugenia,18.0,448289.0,4470564.0,T,"63, 145, N9"
AV.MEDITERRANEO-PUENTELARRA,Avda,de,Santa Eugenia,18.0,448704.0,4470840.0,T,"63, 145, N9"
FCOS.RODRIGUEZ-NUMANCIA,Calle,de,Francos Rodríguez,6.0,439965.0,4478941.0,T,"64, 126, 128"
Pº DELICIAS-PZA.LUCA DE TENA,Paseo,de las,Delicias,2.0,441249.0,4472868.0,T,E1
CEMENTERIO SUR-SECCION 6-F,Lugar,de las,Cementerio Sur,11.0,437756.0,4469049.0,T,SE702
CEMENTERIO SUR-SECCION 19-A,Lugar,de las,Cementerio Sur,11.0,438100.0,4469048.0,T,SE702
CEMENTERIO SUR-SECCION 19-G,Lugar,de las,Cementerio Sur,11.0,438077.0,4469102.0,T,SE702
DEYANIRA-EUTERPE,Calle,de,Deyanira,20.0,449840.0,4477365.0,T,"77, N5"
AV.FALJUL-BLAS CABRERA,Avda,del,General Fanjul,10.0,434241.0,4470643.0,T,17
JUAN DEL ROSAL-DERECHO,Calle,de,Juan del Rosal,9.0,438214.0,4478382.0,T,U
JUAN DEL ROSAL-U.N.E.D.,Calle,de,Juan del Rosal,9.0,437792.0,4478408.0,T,U
PROFESOR GARCIA SANTESMASES-INFORMATICA,Calle,del,Profesor José García Santesmases,9.0,437900.0,4478518.0,T,U
PASEO DEL MOLINO-PLAZA LEGAZPI,Paseo,del,Molino,2.0,441163.0,4471559.0,T,"62, 148, N13"
GRAN VIA-HORTALEZA,Calle, ,Gran Vía,1.0,440731.0,4474808.0,T,"2, 3, 46"
ALCALA-SEVILLA,Calle,de,Alcalá,1.0,440901.0,4474648.0,T,"2, 5, 15, 20, 53, 150"
CEMENTERIO SUR-SECCION 6-E,Lugar,de,Cementerio Sur,11.0,438536.0,4469081.0,T,SE702
CEMENTERIO SUR-SECCION 4-F,Lugar,de,Cementerio Sur,11.0,438560.0,4469038.0,T,SE702
AVENA-HENO,Calle,de la,Avena,12.0,439353.0,4470090.0,T,78
PEZ-JESUS DEL VALLE,Calle,del,Pez,1.0,440265.0,4475248.0,T,2
GRAN VIA-FUENCARRAL,Calle, ,GRAN VIA,1.0,440549.0,4474836.0,T,"1, 1, 2, 2, 46, 74, 146, N16, N18, N19, N20, N21"
VALVERDE-PUEBLA,Calle,de,Valverde,1.0,440582.0,4475040.0,T,2
MIGUEL YUSTE - ALBASANZ,Calle,de,Miguel Yuste,20.0,447179.0,4476779.0,T,N5
PTO.PORZUNA-FUENTIDUEÑA,Calle,del,Puerto de Porzuna,18.0,447189.0,4469678.0,T,N9
INDALECIO PRIETO-LOS PINILLAS,Bulv,de,Indalecio Prieto,19.0,447340.0,4472537.0,T,"8, 71, 130, N8"
AV.SAN LUIS-COL.PINAR DEL REY,Avda,de,San Luis,16.0,444617.0,4480535.0,T,"107, 125, 172, 172SF"
RAFAELA YBARRA-MARCELO USERA,Avda,de,Rafaela Ybarra,12.0,439709.0,4470944.0,T,N15
GINZO DE LIMIA-AV.FERROL,Calle,de,Ginzo de Limia,8.0,440564.0,4480922.0,T,N23
VELAZQUEZ-JUAN BRAVO,Calle,de,Velázquez,4.0,442139.0,4476124.0,T,"9, 19, 51, N4"
PADRE CLARET-AV.RAMON Y CAJAL,Calle,del,Padre Claret,5.0,443688.0,4478365.0,T,"9, 72, 73, N2"
LOPEZ DE HOYOS-ANGEL LUIS HERRAN,Calle,de,López de Hoyos,16.0,444908.0,4480350.0,T,"9, 72, N2"
YECORA-ARCAUTE,Calle,de,Yécora,20.0,451316.0,4477395.0,T,"77, 88, 167"
JARDIN DE LA DUQUESA-FORGES,Calle,del,Jardín de la Duquesa,19.0,448940.0,4473173.0,N,N7
AVDA. ENTREVIAS-ESTACION EL POZO ,Avda,de,Entrevías,13.0,444319.0,4469908.0,T,"102, 103, 310, T31"
AVDA.ENTREVIAS-ESTEBAN CARROS,Avda,de,Entrevías,13.0,444389.0,4469838.0,T,"103, N11"
AVDA.ENTREVIAS-ESTEBAN CARROS,Avda,de,Entrevías,13.0,444402.0,4469855.0,T,N11
ANTONIO LEYVA-JACINTO VERDAGUER,Calle,de,Antonio de Leyva,11.0,439428.0,4472137.0,T,116
PADRE LLANOS-ESTEBAN CARROS,Calle,del,Padre Llanos,13.0,444411.0,4469796.0,T,102
ALBERTO ALCOCER-PADRE DAMIAN,Calle,de,Alberto Alcocer,5.0,441967.0,4479104.0,T,"11, 40"
MONAST. ESCORIAL-MONAST.MONTESCLAROS,Avda,de,Monasterio de El Escorial,8.0,440614.0,4484177.0,T,"134, 170, 178, N23"
MAR DE CRISTAL,Gta,del,Mar de Cristal,16.0,446042.0,4480280.0,T,"87, 120, 172, 172SF"
ACC.EST.HORTALEZA-VIRGEN DEL CARMEN,Ctra,a la,Estación de Hortaleza,16.0,444506.0,4480721.0,T,"172, 172SF"
ACC.EST.HORTALEZA-CHAVES NOGALES,Ctra,a la,Estación de Hortaleza,16.0,444688.0,4481129.0,T,"172, 172SF"
ACC.EST.HORTALEZA-ROQUETAS DE MAR,Ctra,a la,Estación de Hortaleza,16.0,444844.0,4481336.0,T,"172, 172SF"
NICETO ALCALA ZAMORA-PINTOR ANTONIO SAURA,Avda,de,Niceto Alcalá Zamora,16.0,445202.0,4481859.0,T,"172, 172SF"
FCO.PI Y MARGALL-PRINCIPE CARLOS,Avda,de,Francisco Pi y Margall,16.0,444974.0,4482223.0,T,"170, N1"
PRINCIPE CARLOS-ALCALDE CONDE DE MAYALDE,Calle,del,Príncipe Carlos,16.0,444724.0,4482804.0,T,"172, 172SF"
PRINCIPE CARLOS-AMERICO CASTRO,Calle,del,Príncipe Carlos,16.0,444521.0,4482972.0,T,"172, 172SF"
ANA DE AUSTRIA-AV.NICETO ALCALA ZAMORA,Calle,de,Ana de Austria,16.0,444620.0,4483321.0,T,"172, 173, 172SF, BR1"
PRINCIPE CARLOS-VICENTE BLASCO IBAÑEZ,Calle,del,Príncipe Carlos,16.0,444488.0,4482953.0,T,"172, 172SF"
FCO.PI Y MARGALL-PRINCIPE CARLOS,Avda,de,Francisco Pi y Margall,16.0,444950.0,4482203.0,T,"170, 172, 174, 172SF, BR1, N1"
FCO.PI Y MARGALL-NICETO ALCALA ZAMORA,Avda,de,Francisco Pi y Margall,16.0,445224.0,4482085.0,T,"170, 172, 174, 172SF, BR1, N1"
"ACC.EST,HORTALEZA-ROQUETAS DE MAR",Ctra,a la,Estación de Hortaleza,16.0,444812.0,4481345.0,T,"172, 172SF"
ACC.EST.HORTALEZA-CHAVES NOGALES,Ctra,a la,Estación de Hortaleza,16.0,444655.0,4481139.0,T,"172, 172SF"
ACC.EST.HORTALEZA-TRINQUETE,Ctra,a la,Estación de Hortaleza,16.0,444476.0,4480729.0,T,"172, 172SF"
FRANCISCO PI Y MARGALL-VICENTE BLASCO IBAÑEZ,Avda,de,Francisco Pi y Margall,16.0,444322.0,4482531.0,T,174
AV.ING.EMILIO HERRERA-PZA.ALCALDE MORENO TORRES,Avda,del,Alcalde Conde de Mayalde,16.0,444386.0,4482344.0,T,"174, N1"
TIMON-ALCAÑIZ,Calle,del,Timón,21.0,450226.0,4480528.0,T,105
CABEZA MESADA,Calle,de,Cabeza Mesada,18.0,446966.0,4469679.0,T,103
CABEZA MESADA-PUERTO PORZUNA,Calle,de,Cabeza Mesada,18.0,447019.0,4469580.0,T,103
CABEZA MESADA-VALDERREBOLLO,Calle,de,Cabeza Mesada,18.0,446870.0,4469717.0,T,103
CASTRILLO DE AZA,Calle,de,Castrillo de Aza,18.0,448419.0,4470847.0,T,"63, N9"
PZA.DEL ENCUENTRO,Plaza,del,Encuentro,14.0,444822.0,4473211.0,T,100
LA MASO-MORALZARZAL,Calle,de,La Maso,8.0,439902.0,4482968.0,T,"133, 134"
VILLAAMIL-SAN RESTITUTO,Calle,de,Villaamil,9.0,439940.0,4479771.0,T,128
AV.SAN LUIS-CONDADO DE TREVIÑO,Avda,de,San Luis,15.0,443100.0,4481433.0,T,"129, 150"
ARTURO SORIA Nº 315,Calle,de,Arturo Soria,15.0,443443.0,4481353.0,T,"29, 125, 129, 150"
VILLABLANCA-LAGO VAN,Calle,de,Villablanca,19.0,448617.0,4473489.0,T,"100, 159, N6"
JOSE PRAT-INDALECIO PRIETO,Bulv,de,José Prat,19.0,447330.0,4472224.0,T,130
CHANTADA-CESAR MANRIQUE,Calle,de,Chantada,8.0,439034.0,4480802.0,T,42
MAR DE LAS ANTILLAS-ABARZUZA,Calle,del,Mar de las Antillas,16.0,445145.0,4481097.0,T,9
AV.PADRE PIQUER-CAMPAMENTO,Avda,del,Padre Piquer,10.0,434887.0,4472189.0,T,121
ARTURO SORIA-CULTURA,Calle,de,Arturo Soria,15.0,443467.0,4481332.0,T,"29, 125, 129, 150"
AV. Cº SANTIAGO-ESTELLA,Avda,del,Camino de Santiago,8.0,442987.0,4483319.0,T,176
GAINZA-AVDA.RAFAELA YBARRA,Calle,de,Gainza,12.0,439452.0,4468805.0,T,6
"PASEO IMPERIAL, 33",Paseo, ,Imperial,2.0,439243.0,4473495.0,T,41
PASEO IMPERIAL-RONDA DE SEGOVIA,Paseo, ,Imperial,2.0,439169.0,4473771.0,T,41
VIA LUSITANA-BRAGANZA,Calle, ,Vía Lusitana,11.0,438915.0,4470809.0,T,116
CLARA DEL REY-STA.HORTENSIA,Calle,de,Clara del Rey,5.0,443417.0,4477544.0,T,72
VIA LUSITANA-PZA.COIMBRA,Calle,de,Vía Lusitana,11.0,438701.0,4470661.0,T,116
CALLE DE MEJORANA,Calle,de,Mejorana,13.0,442922.0,4470669.0,T,24
TREN DE ARGANDA-CORDEL DE PAVONES,Calle,del,Tren de Arganda,19.0,447687.0,4472898.0,T,71
AVDA. DE LAS COMUNIDADES,Avda,de las,Comunidades,19.0,448137.0,4472024.0,T,71
DIEGO DE LEON-NUÑEZ DE BALBOA,Calle,de,Diego de León,4.0,442291.0,4476467.0,T,61
MONASTERIO SILOS-MONASTERIO LIEBANA,Avda,de,Monasterio de Silos,8.0,441279.0,4484428.0,T,"134, 170, 178, N23"
AV.ANDALUCIA-GTA.MALAGA,Avda,de,Córdoba,12.0,441083.0,4469826.0,T,"18, 22, 59, 76, 79, 81, 85, 86"
AV.AMERICA-ARTURO SORIA,Avda,de,América,15.0,444820.0,4477854.0,T,"115, 200, N4"
AV.AMERICA-ARTURO SORIA,Calle,de,Calidón,15.0,444793.0,4477875.0,T,"115, 200"
NTRA.SRA.FATIMA-FONTIVEROS,Avda,de,Nuestra Señora de Fátima,11.0,436803.0,4470977.0,T,"17, 35, N17, N26"
Pº PONTONES-Pº MELANCOLICOS,Paseo,de,Pontones,2.0,439034.0,4473055.0,T,"17, 36, 62, N16"
Pº CHOPERA-Pº STA.Mª DE LA CABEZA,Paseo,de la,Chopera,2.0,440497.0,4472174.0,T,"18, 62, N12"
AV.ANDALUCIA-AV.LOS ROSALES,Avda,de,Andalucía,12.0,441141.0,4469071.0,T,"18, 22, 59, 79, 85, 86, N13, N14"
SAINZ DE BARANDA-R.T.V.E.,Calle,del,Alcalde Sáinz de Baranda,4.0,443936.0,4474932.0,T,"15, 28, 71, N6"
DR.ESQUERDO-IBIZA,Calle,del,Doctor Esquerdo,3.0,443317.0,4474598.0,T,"2, 30, 56, 143, 156"
PICO ARTILLEROS-L.HOYOS SAINZ,Calle,del,Pico de los Artilleros,14.0,445856.0,4473249.0,T,"30, 32"
HACIENDA PAVONES Nº 15,Calle,de la,Hacienda de Pavones,14.0,445073.0,4473053.0,T,"20, 30, 100, N8"
LOS ASTROS-CRUZ DEL SUR,Calle,de los,Astros,3.0,443383.0,4473844.0,T,"20, 30, N8"
MQUES.DE PORTUGALETE,Calle,del,Marqués de Portugalete,15.0,445393.0,4477736.0,T,21
Pº PONTONES-Pº MELANCOLICOS,Paseo,de,Pontones,2.0,439041.0,4473075.0,T,"17, 36, N16"
VIA CARPETANA-MOCHUELO,Calle,de,Vía Carpetana,10.0,437527.0,4472239.0,T,"17, N16"
A.RGUEZ.CASTELAO-R.DE CASTRO,Calle,de,Alfonso Rodríguez Castelao,8.0,437904.0,4481750.0,T,"67, 82"
EDGAR NEVILLE-GRAL.PERON,Calle,del,General Moscardó,6.0,441047.0,4478365.0,T,"5, 149"
FERMIN CABALLERO-PZA.CIEZA,Calle,de,Fermín Caballero,8.0,439796.0,4481741.0,T,"67, 127, 133"
PEDRO RICO-ARZOBISPO MORCILLO,Calle,de,Pedro Rico,8.0,440924.0,4481914.0,T,67
ERVIGIO-EL TOBOSO,Calle,de,Ervigio,11.0,438005.0,4471933.0,T,119
SAN ROMUALDO-JULIAN CAMARILLO,Calle,de,San Romualdo,20.0,447451.0,4476711.0,T,105
"AVDA.MANOTERAS,22",Avda,de,Manoteras,16.0,443549.0,4482384.0,T,174
OÑA-SIETE AMIGOS,Calle,de,Oña,16.0,443780.0,4482489.0,T,174
OÑA-HOSPITAL,Calle,de,Oña,16.0,443530.0,4482466.0,T,174
VIA DE DUBLIN-GTA. SINTRA,Calle,de,Vía de Dublín,21.0,448193.0,4480395.0,T,112
VIA DE DUBLIN-GTA. SINTRA,Calle,de,Vía de Dublín,21.0,448152.0,4480374.0,T,112
"AV.MANOTERAS,32",Avda,de,Manoteras,16.0,443708.0,4482347.0,T,"174, N1"
JOSE DEL HIERRO-MISTERIOS,Calle,de,José del Hierro,15.0,445708.0,4477149.0,T,"48, 146"
JOSE DEL HIERRO-ARTURO SORIA,Calle,de,José del Hierro,15.0,445688.0,4477125.0,T,"48, 146"
LOS LEONESES,Calle,de los,Leoneses,13.0,445110.0,4470651.0,T,310
ARTURO SORIA-MARQUES PICO VELASCO,Calle,de,Arturo Soria,15.0,445524.0,4477457.0,T,70
ARTURO SORIA-LUIS CARLOS VAZQUEZ,Calle,de,Arturo Soria,15.0,444540.0,4478639.0,T,"11, 70, 122, N3"
DR.GARCIA TAPIA-ARROYO MEDIA LEGUA,Avda,del,Doctor García Tapia,14.0,444633.0,4473926.0,T,71
Cº VINATEROS-MARROQUINA,Calle,del,Camino de los Vinateros,14.0,445183.0,4473547.0,T,71
FCO.SILVELA-DIEGO DE LEON,Calle,de,Francisco Silvela,4.0,442915.0,4476437.0,T,"72, 73"
MAR NEGRO-MAR DE LAS ANTILLAS,Calle,del,Mar Negro,16.0,445471.0,4480765.0,T,72
LAGO CALAFATE,Calle,del,Lago Calafate,13.0,444989.0,4470791.0,T,310
EDUARDO BARREIROS-AV.LOS ROSALES,Calle,de,Eduardo Barreiros,12.0,440979.0,4469076.0,T,"76, 78"
EDUARDO BARREIROS-CORTE DEL FARAÓN,Calle,de,Eduardo Barreiros,17.0,440658.0,4468425.0,T,76
Pº CASTELLANA-ROSARIO PINO,Paseo,de la,Castellana,6.0,441615.0,4479442.0,T,"5, 27, 147, N22, N24"
ESTACION CERCANIAS DE FUENCARRAL,Lugar, ,Estación cercanías de fuencarral,8.0,442277.0,4483840.0,T,T61
CONDESA DE VENADITO-MADRE ANTONIA PARIS,Calle,de la,Condesa de Venadito,15.0,444830.0,4477608.0,T,11
JUAN BRAVO-CONDE PEÑALVER,Calle,de,Juan Bravo,4.0,442903.0,4476187.0,T,"26, N3"
AVDA.BUENOS AIRES-SIERRA SALVADA,Calle,de,Sierra Salvada,13.0,444702.0,4471410.0,T,136
DIEGO DE LEÓN - GRAL. DIAZ PORLIER,Calle,de,Diego de León,4.0,442763.0,4476406.0,T,61
AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,Avda,del,Camino de Santiago,8.0,443563.0,4484833.0,T,"170, 172, 172SF, T61"
Pº.SAN MILLAN DE LA COGOLLA-AV.CNO.SANTIAGO,Paseo,de,San Millán de la Cogolla,8.0,443130.0,4484287.0,T,"175, N24"
TORRELAGUNA-EMILIO VARGAS,Calle,de,Torrelaguna,15.0,444408.0,4477906.0,T,"53, 122"
AV. CAMINO SANTIAGO-SIERRA ATAPUERCA,Avda,del,Camino de Santiago,8.0,443000.0,4483745.0,T,N24
AV.LAS AGUILAS Nº 60,Avda,del,General Fanjul,10.0,433999.0,4470663.0,T,17
CORAZON DE MARIA-STA.HORTENSIA,Calle,de,Corazón de María,5.0,443511.0,4477505.0,T,43
AV.BADAJOZ-TANATORIO,Avda,de,Badajoz,15.0,444451.0,4477124.0,T,"53, 122, N3"
AV.GUINDALERA-AV.BAVIERA,Avda,de,Baviera,4.0,443805.0,4477159.0,T,"43, 74, 122"
SANCHO DAVILA-MQUES.DE ZAFRA,Calle,de,Sancho Dávila,4.0,443979.0,4475388.0,T,12
VILLABLANCA-SEPIOLITA,Calle,de,Villablanca,19.0,449200.0,4473173.0,T,"100, 106, 159, N6, N7"
FORGES-MINERVA,Calle,de,Forges,19.0,449095.0,4473067.0,T,106
Pº ARTILLEROS-CALAHORRA,Paseo,de los,Artilleros,19.0,448380.0,4473457.0,T,"4, 100, 106"
AV.DAROCA-Pº ARTILLEROS,Avda,de,Daroca,19.0,448299.0,4473043.0,T,"4, 100, 106, 130"
SAN CIPRIANO-Pº ARTILLEROS,Calle,del,Lago Sanabria,19.0,448480.0,4472994.0,T,"4, 106, E3, E5, N7"
SAN CIPRIANO-JARDIN DE LA DUQUESA,Calle,de,San Cipriano,19.0,448815.0,4472974.0,T,"4, 106, E3, E5, N7"
SAN CIPRIANO-JARDIN DE LA DUQUESA,Calle,de,San Cipriano,19.0,448821.0,4472993.0,T,"4, 106, E3, E5, N7"
CALAHORRA Nº 12,Calle,de,Calahorra,19.0,448272.0,4473406.0,T,"4, 106, 130, N7"
CALAHORRA-AV.DAROCA,Calle,de,Calahorra,19.0,448081.0,4473344.0,T,130
CASALARREINA-Pº ARTILLEROS,Calle,de,Casalarreina,19.0,448315.0,4473583.0,T,4
AVDA. CANILLEJAS A VICALVARO,Avda,de,Canillejas a Vicálvaro,20.0,448288.0,4474636.0,T,"4, 106, 159"
ARCOS DE JALON-ALBERICIA,Calle,de,Arcos de Jalón,20.0,447864.0,4475274.0,T,4
ARCOS DE JALON-AMPOSTA,Calle,de las,Destilerías,20.0,447629.0,4475063.0,T,4
ARCOS DE JALON-P.DEL VALLE,Calle,de,Arcos de Jalón,20.0,447072.0,4475023.0,T,4
HERMANOS GARCÍA NOBLEJAS-CASTILLO UCLES,Calle,de los,Hermanos García Noblejas,20.0,446714.0,4475484.0,T,"4, 38, 48, 70, N6"
HERMANOS GARCÍA NOBLEJAS-CANGAS DE ONIS,Calle,de los,Hermanos García Noblejas,20.0,446617.0,4475658.0,T,"4, 38, 48, 70"
HERMANOS GARCÍA NOBLEJAS-JULIAN CAMARILLO,Calle,de los,Hermanos García Noblejas,20.0,446328.0,4476185.0,T,"4, 38, 48, 70"
Pº RECOLETOS-PZA.DE CIBELES,Paseo,de,Recoletos,4.0,441379.0,4474810.0,T,"5, 14, 27, 37, 45, 53, 150, C03, N1, N22, N24, N25, N26, N4"
Pº CASTELLANA-PZA. COLON,Paseo,de la,Castellana,4.0,441588.0,4475475.0,T,"5, 14, 27, 45, 150, N1, N22, N24"
GRAL.MTNEZ.CAMPOS-FORTUNY,Paseo,del,General Martínez Campos,7.0,441560.0,4476504.0,T,"5, 16, 61"
ALONSO CANO-JOSE ABASCAL,Calle,de,Alonso Cano,7.0,440935.0,4476900.0,T,5
ALONSO CANO-MARIA GUZMAN,Calle,de,Alonso Cano,7.0,440979.0,4477509.0,T,5
ALONSO CANO-R.FDEZ.VILLAVERDE,Calle,de,Alonso Cano,7.0,440996.0,4477726.0,T,5
JULIAN BESTEIRO-FORTUNATA Y JACINTA,Calle,del,General Varela,6.0,441150.0,4478628.0,T,5
PASEO CASTELLANA-ROSARIO PINO,Calle,de,Carlos Maurras,5.0,441652.0,4479459.0,T,"5, 27, 147, N22, N24"
PASEO CASTELLANA-AGUSTIN DE FOXA,Calle,de,Agustín de Foxá,5.0,441738.0,4480056.0,T,"66, 124, 147, N24, SE704"
Pº CASTELLANA-JOSE VASCONCELOS,Calle,de la,Castellana,5.0,441827.0,4480465.0,T,"66, 67, 124, 134, 135, 147, 173, 174, 175, 176, 178, N24, SE704"
EL TOBOSO-GASTERIA,Calle,del,Toboso,11.0,438271.0,4471793.0,T,119
AV.POBLADOS-PARQUE EUGENIA MONTIJO,Avda,de los,Poblados,11.0,435941.0,4470233.0,T,"121, 131, 139"
PTO.BONAIGUA-AV.SAN DIEGO,Calle,del,Puerto de la Bonaigua,13.0,443583.0,4470972.0,T,"103, 111, 144, N11"
RONDA SUR-STA.RAFAELA,Ronda,del,Sur,13.0,442966.0,4470138.0,T,"102, 111"
AV.HISPANIDAD-PINOS DE OSUNA,Ctra,de,Servicio Avenida de América y de la Hispanidad,21.0,449998.0,4478137.0,T,115
JOSE Mª PEREDA-CARLOS HDEZ,Calle,de,José María Pereda,15.0,445137.0,4475947.0,T,113
EZEQUIEL SOLANA-ARRIAGA,Calle,de,Ezequiel Solana,15.0,445753.0,4475393.0,T,109
JULIAN CAMARILLO-MIGUEL YUSTE,Calle,de,Julián Camarillo,20.0,447190.0,4476547.0,T,105
SUECIA-MARIA SEVILLA DIAGO,Calle,de,Suecia,20.0,448740.0,4476103.0,T,"140, E2"
AV.GENERAL-JEREZ DE LOS CABALLEROS,Avda,de,General,21.0,450913.0,4480383.0,T,"105, 115, 166"
AVDA. DAROCA,Avda,de,Daroca,15.0,445528.0,4475363.0,T,"106, N7"
AV.DE LAS SUERTES-CAÑADA DEL SANTISIMO,Avda,de,Las Suertes,18.0,449347.0,4468790.0,T,145
AV.ENSANCHE VALLECAS-GRAN VIA SURESTE,Avda,del,Ensanche de Vallecas,18.0,449749.0,4468115.0,T,"142, N9"
AV.GRAN VIA SURESTE-AV.ENSANCHE VALLECAS,Avda,de la,Gran Vía del Sureste,18.0,449909.0,4468064.0,T,"142, 145, N9"
PASEO DEL MOLINO-EMBAJADORES,Paseo,del,Molino,2.0,441326.0,4471475.0,T,"62, 148, 156"
AVDA.VALDEMARIN-ALTAIR,Avda,de,Valdemarín,9.0,433741.0,4480434.0,T,161
AV.VALDEMARIN-LA SALLE,Avda,de,Valdemarín,9.0,433499.0,4480246.0,T,161
AV.VALDEMARIN-CISNE,Avda,de,Valdemarín,9.0,434124.0,4480425.0,T,161
EDUARDO BARREIROS-ALERCE,Calle,de,Eduardo Barreiros,12.0,440843.0,4468746.0,T,"76, 116"
ALMAGRO-ZURBANO,Calle,de,Almagro,7.0,441317.0,4475949.0,T,7
GUZMAN EL BUENO-MELQUIADES ÁLVAREZ,Calle,de,Guzmán el Bueno,7.0,439663.0,4477221.0,T,"2, 12"
MAR DE LAS ANTILLAS-ABARZUZA,Calle,del,Mar de las Antillas,16.0,445131.0,4481090.0,T,"107, N2"
BLAS CABRERA-CASUARINA,Calle,del,General Romero Basart,10.0,435194.0,4470250.0,T,155
BLAS CABRERA-CASUARINA,Calle,del,General Romero Basart,10.0,435201.0,4470237.0,T,155
CTRA.BARRIO DE LA FORTUNA-AV.AVIACION,Ctra,del,Barrio de la Fortuna,10.0,435093.0,4469624.0,T,155
AVDA.DE LA PESETA-CTRA.BARRIO FORTUNA,Avda,de la,Peseta,10.0,435068.0,4469250.0,T,155
AV.DE LA PESETA-CTRA.BARRIO LA FORTUNA,Avda,de la,Peseta,10.0,435102.0,4469270.0,T,155
CORREDERA BAJA DE SAN PABLO-ESCORIAL,Calle,de la,Corredera Baja de San Pablo,1.0,440520.0,4475235.0,T,2
PEZ-CORREDERA BAJA SAN PABLO,Calle,del,Pez,1.0,440391.0,4475130.0,T,2
NOVICIADO,Calle,del,Pez,1.0,440119.0,4475305.0,T,2
PLAZA DE SAN ILDEFONSO,Plaza,de,San Ildefonso,1.0,440543.0,4475289.0,T,2
PLAZA DEL RASTRILLO-SAN ANDRÉS,Plaza,de,Juan Pujol,1.0,440388.0,4475420.0,T,2
BARCO-PUEBLA,Calle,del,Barco,1.0,440499.0,4475035.0,T,2
NOVICIADO-SAN BERNARDO,Calle,de,Noviciado,1.0,440089.0,4475438.0,T,2
REYES,Calle,de los,Reyes,1.0,439985.0,4475309.0,T,2
AMANIEL-SAN VICENTE FERRER,Calle,de,Amaniel,1.0,439941.0,4475534.0,P,2
TRAVESIA CONDE DUQUE-AMANIEL,Trva,del,Conde Duque,1.0,439923.0,4475461.0,T,2
CONDE DUQUE-CENTRO CULTURAL,Calle,del,Conde Duque,1.0,439813.0,4475600.0,T,2
AMANIEL-CONDE DUQUE,Calle,de,Amaniel,1.0,439924.0,4475737.0,N,2
CONDE DUQUE-AMANIEL,Calle,del,Conde Duque,1.0,439903.0,4475781.0,T,2
SANTA CRUZ DE MARCENADO-MARTIRES ALCALA,Calle,de,Santa Cruz de Marcenado,1.0,439652.0,4475881.0,T,2
SERRANO JOVER-PRINCESA,Calle,de,Serrano Jover,1.0,439476.0,4475863.0,N,"2, C03"
