centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;centro_titular;dat_codigo;dat_nombre;direccion_codigo_postal;municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;direccion_coor_x;direccion_coor_y;fecha_constitución
28000017;E.M.;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;0.0;1;Acebeda, La;0.0;Sin distrito;0.0;0.0; 
28000029;SAN BLAS;70;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28864.0;2;Ajalvir;0.0;Sin distrito;458832.0;4487797.0;1980-09-04
28000030;JOAQUIN CABALLERO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;28749.0;3;Alameda del Valle;0.0;Sin distrito;0.0;0.0;1968-02-05
28000042;EL ALAMO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;2;Madrid-Sur;28607.0;4;Álamo, El;0.0;Sin distrito;415961.0;4453703.0;1900-01-01
28000054;ANTONIO DE NEBRIJA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28806.0;5;Alcalá de Henares;0.0;Sin distrito;468386.0;4482313.0;1975-09-03
28000066;CARDENAL CISNEROS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468658.0;4481259.0;1975-09-03
28000078;CERVANTES;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28800.0;5;Alcalá de Henares;0.0;Sin distrito;469547.0;4481511.0;1975-09-03
28000081;DAOIZ Y VELARDE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28807.0;5;Alcalá de Henares;0.0;Sin distrito;468826.0;4481956.0;1900-01-01
28000091;C.P.EL ENCINAR;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1991-04-10
28000108;HISTORIADOR PORTILLA;12;CP PRI;COLEGIO DE EDUCACIÓN PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1900-01-01
28000111;REYES CATOLICOS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468146.0;4480586.0;1976-07-08
28000121;PATRONATO S LAZARO;11;CPR EGB;CENTRO PRIVADO DE EDUCACIÓN GENERAL BASICA;PRIVADO;CEP.SAN LAZARO;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1979-09-25
28000133;PAT EL SOTO;11;CPR EGB;CENTRO PRIVADO DE EDUCACIÓN GENERAL BASICA;PRIVADO;NO TIENE;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0; 
28000145;LOS ANGELES;2;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;MARIA ANGELES MARTIN RUBIO;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1970-10-19
28000157;SAGRADO CORAZON DE JESUS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS FILIPENSES;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468895.0;4481221.0;1975-10-13
28000169;SAN SATURIO;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;JOSE P MARTINEZ CUESTA;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1971-05-10
28000170;SAN FRANCISCO DE ASIS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COLEGIO SAN IGNACIO COMPAÑIA DE JESUS;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;469012.0;4481527.0;1978-10-23
28000182;C.P.NTRA.SRA.DE LA PALOMA;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0; 
28000194;E.M.BARBERAN Y COLLAR;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0; 
28000200;SANTO TOMAS DE AQUINO;4;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;INSTITUCION DE SERVICIOS EDUCATIVOS S.A.;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1969-07-14
28000212;NTRA. SRA. DEL PILAR;2;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;JULIAN LOPEZ ASENSIO;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1991-06-14
28000224;SAN FELIPE NERI;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;CONGREGACION DEL ORATORIO DE SAN FELIPE NERI;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468721.0;4481288.0;1969-10-22
28000236;NTRA. SRA. DE LA SALUD;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;M.REMEDIOS PEREZ TORIJA;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1971-01-20
28000248;SAN JOSE DE CALASANZ;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;SAN JOSE DE CALASANZ S.A. 3687;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1982-02-11
28000251;LUX;13;CPR PRI;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA;PRIVADO;COLEGIO LUX, S.L.;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1971-05-10
28000261;SANTOS NIÑOS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;MARIA LUISA ZURITA DIAZ;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1966-02-15
28000273;SANTISIMO CRISTO DE LAS VICTORIAS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COL.STMO.CRISTO DE LA VICTORIA S.A. 25984;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1971-06-28
28000285;NTRA. SRA. DEL VAL;2;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;ANGELES DE PEDRO FERNANDEZ;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1967-04-03
28000297;SAN LUIS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;JOSE DIEZ PEREZ;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1971-02-02
28000303;ESCUELAS PIAS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ESCUELAS PIAS PROVINCIA BETANIA;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;470018.0;4481495.0;1968-06-18
28000315;EMPERADOR FERNANDO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468369.0;4480180.0;1977-03-28
28000327;SANTA MARIA DE LA PROVIDENCIA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCACION Y EVANGELIO;3;Madrid-Este;28807.0;5;Alcalá de Henares;0.0;Sin distrito;469022.0;4482033.0;1950-10-02
28000339;JUNCAL;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28802.0;5;Alcalá de Henares;0.0;Sin distrito;467839.0;4480671.0;1975-12-05
28000340;C.DE PREES.SAN DIEGO DE ALCALA;1;CP PRE;CENTRO PUBLICO DE EDUCACION PREESCOLAR;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0; 
28000352;SAGRADO CORAZON;21;CPR EE;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;PRIVADO;INSTITUC.PED.SAGRADO CORAZON;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1900-01-01
28000364;COMPLUTENSE;42;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;470510.0;4481599.0;1953-01-01
28000376;NUESTRA SEÑORA DEL VAL;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;470873.0;4481791.0;1974-07-20
28000388;DOCTORA DE ALCALA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28805.0;5;Alcalá de Henares;0.0;Sin distrito;469522.0;4482291.0;1974-07-20
28000391;ALCALA;44;CPR BACH;CENTRO PRIVADO DE BACHILLERATO;PRIVADO;NO TIENE;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0; 
28000406;SAN GABRIEL;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PADRES PASIONISTAS;3;Madrid-Este;28800.0;5;Alcalá de Henares;0.0;Sin distrito;467137.0;4483263.0;1974-05-16
28000418;LUX;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;PILAR CRIADO GOMEZ;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1968-10-26
28000421;SAN IGNACIO DE LOYOLA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;LA FUNDACIÓN EDUCATIVA JESUITAS CENTRO-ESTE;3;Madrid-Este;28806.0;5;Alcalá de Henares;0.0;Sin distrito;469041.0;4482916.0;1966-04-18
28000431;MINERVA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;COLEGIOS MINERVA S.L.;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;469753.0;4481732.0;1979-06-07
28000443;SAN ISIDRO I;11;CPR EGB;CENTRO PRIVADO DE EDUCACIÓN GENERAL BASICA;PRIVADO;COLEGIO SAN ISIDRO I, S.A. 16390;3;Madrid-Este;28807.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1968-06-27
28000455;SANTA MARIA DEL PARRAL;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;DELEGACION DIOCESANA MIGRACIONES;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1969-02-11
28000467;ALONSO DE AVELLANEDA;42;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;471046.0;4482286.0;1974-03-14
28000479;CALASANZ;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION ESCOLAPIAS MONTAL;3;Madrid-Este;28801.0;5;Alcalá de Henares;0.0;Sin distrito;468941.0;4481493.0;1960-06-08
28000480;AGUA NUEVA;2;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;VICTORIANO FDEZ FDEZ;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1974-05-16
28000492;LOPE DE VEGA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;PROLOVE, S.A.;3;Madrid-Este;28805.0;5;Alcalá de Henares;0.0;Sin distrito;469744.0;4482228.0;1974-01-19
28000509;N S DE LA ASUNCION;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;JOSE LUIS RODRIGUEZ BALLESTEROS;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1973-11-05
28000510;NTRA. SRA. DE FATIMA;2;CPR PRE;CENTRO PRIVADO DE EDUCACION PREESCOLAR;PRIVADO;M. DEL CARMEN MUÑOZ MUÑOZ;3;Madrid-Este;28804.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1974-04-03
28000522;ANTONIO MACHADO;42;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28806.0;5;Alcalá de Henares;0.0;Sin distrito;468665.0;4482393.0;1975-08-23
28000534;VALLE INCLAN;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;JUAN JOSE CARRASCOSA VERDU;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1975-06-21
28000558;INFANTA CATALINA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468204.0;4480481.0;1976-07-08
28000561;C.P.SAN FRANCISCO DE ASIS;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;0.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0; 
28000571;SAN ASTURIO;3;EEI;ESCUELA INFANTIL;PÚBLICO;COMUNIDAD DE MADRID;3;Madrid-Este;28803.0;5;Alcalá de Henares;0.0;Sin distrito;468838.5;4481732.0;1977-06-17
28000583;C.DE PREES.CARLOS RUIZ;1;CP PRE;CENTRO PUBLICO DE EDUCACION PREESCOLAR;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1990-09-05
28000595;FEDERICO GARCIA LORCA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445032.0;4488554.0;1980-09-04
28000601;ANTONIO MACHADO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445886.0;4488631.0;1976-11-24
28000613;SAN FRANCISCO DE ASIS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;MANUEL GARRIDO GARRIDO;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1971-08-12
28000625;SAN PEDRO APOSTOL;8;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO CONCERTADO;PARROQUIA DE SAN PEDRO APOSTOL;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;446447.0;4488013.0;2003-01-08
28000637;CASTILLA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;CENTRO DE ESTUDIOS CASTILLA, S.A. 10485;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1970-07-01
28000649;SAN ANTONIO;13;CPR PRI;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA;PRIVADO CONCERTADO;COLEGIO CONCERTADO SAN ANTONIO, S.L.;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;446743.0;4488144.0;1979-04-26
28000650;BACHILLER ALONSO LOPEZ;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445812.0;4487968.0;1980-09-04
28000662;JUAN XXIII;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;EDUCACHACON, S.L.;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;446082.0;4488087.0;1982-12-30
28000674;STA ANA PEMAN;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;DOLORES RODRIGUEZ ESPINOSA;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1969-11-20
28000686;C.P.VIRGEN DE LA PAZ;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1974-11-28
28000698;LICEO EUROPEO;73;CPR PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PRIVADO;LICEO EUROPEO, S.L.;1;Madrid-Norte;28109.0;6;Alcobendas;0.0;Sin distrito;445505.0;4484772.0;1978-12-12
28000704;NIÑO JESUS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;ANGELA SALVADOR RIVERA;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1970-12-09
28000716;NTRA. SRA. DE LA ALMUDENA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;FRANCISCO SANCHEZ GORMAZ;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1971-08-12
28000728;ISABEL ROSILLO-SANTO ANGEL;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;PEDRO TORTOSA TERUEL;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1970-03-11
28000731;C.DE PREES.SANTA ANA;1;CP PRE;CENTRO PUBLICO DE EDUCACION PREESCOLAR;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1975-10-31
28000741;COL.DE PARV.MARIA MONTESSORRI;1;CP PRE;CENTRO PUBLICO DE EDUCACION PREESCOLAR;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1975-10-31
28000753;FRANCISCO GINER DE LOS RIOS;42;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;28108.0;6;Alcobendas;0.0;Sin distrito;447429.0;4487172.0;1976-08-10
28000765;DAOIZ Y VELARDE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;1;Madrid-Norte;28108.0;6;Alcobendas;0.0;Sin distrito;443977.0;4488551.0;1976-11-26
28000777;BIENAVENTURADA VIRGEN MARIA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;FUNDACIÓN EDUCATIVA MARY WARD;1;Madrid-Norte;28109.0;6;Alcobendas;0.0;Sin distrito;445727.0;4486106.0;1976-11-03
28000789;CIES;4;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;AMALIA VAZQUEZ GARCIA;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1975-04-10
28000790;SAN MIGUEL;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COL. JOSE ANTONIO CARRERA S.A.5986;1;Madrid-Norte;0.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1969-04-22
28000807;SAN VICENTE FERRER;73;CPR PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PRIVADO;CENTRO DE ENSEÑANZA SAN VICENTE FERRER, S.L.;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;445683.5;4487864.5;1969-12-04
28000819;SANTA HELENA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;MAEZ, S.L.;1;Madrid-Norte;28109.0;6;Alcobendas;0.0;Sin distrito;448114.0;4484503.0;1976-09-06
28000820;COLEGIO SUIZO DE MADRID (SUIZO);94;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;ASOCIACION DEL COLEGIO SUIZO DE MADRID;1;Madrid-Norte;28100.0;6;Alcobendas;0.0;Sin distrito;444586.0;4485638.0;1979-06-12
28000832;MARY WARD;4;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;RR. BIENAVENTURADA VIRGEN MARIA;1;Madrid-Norte;28109.0;6;Alcobendas;0.0;Sin distrito;445682.0;4486064.0;1977-04-01
28000856;CARMEN CONDE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;2;Madrid-Sur;28922.0;7;Alcorcón;0.0;Sin distrito;429272.0;4466006.0;1900-01-01
28000868;CISNEROS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COL.CISNEROS SOC.COOP.LDA. 271186;2;Madrid-Sur;28922.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1971-02-02
28000871;FRAY LUIS DE GRANADA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;EMPRESA MERCANTIL FRAY LUIS DE GRANADA S.L.;2;Madrid-Sur;28923.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1962-03-29
28000881;LICEO GOYA I;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;PEDRO MARTINEZ RUIZ;2;Madrid-Sur;0.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1975-06-11
28000893;LISBOA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COLEGIO LISBOA, S.A. 21783;2;Madrid-Sur;28924.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1972-10-14
28000901;COLEGIO SEI RIHONDO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO RIHONDO, S.L.;2;Madrid-Sur;28922.0;7;Alcorcón;0.0;Sin distrito;428975.0;4466342.0;1970-04-20
28000911;SAN LUIS GONZAGA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;MARAJO S.A.31X86;2;Madrid-Sur;0.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1969-02-01
28000923;SANTA MARIA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;COLEGIO SANTA MARIA S.A. 201184;2;Madrid-Sur;28922.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1972-06-08
28000935;VIRGEN DE FATIMA;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;SOC.COL.V.DE FATIMA S.COOP.LDA. 25685;2;Madrid-Sur;0.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1968-02-12
28000947;SANTISIMA TRINIDAD;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA SANTISIMA TRINIDAD;2;Madrid-Sur;28925.0;7;Alcorcón;0.0;Sin distrito;430991.0;4467463.0;1975-08-12
28000959;VISAN;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;RAFAEL LOPEZ ESTEBAN;2;Madrid-Sur;0.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1972-05-17
28000960;NUESTRA SEÑORA DE LOS REMEDIOS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO NUESTRA SEÑORA DE LOS REMEDIOS, SOC. COOP. MADRILEÑA;2;Madrid-Sur;28921.0;7;Alcorcón;0.0;Sin distrito;429201.0;4466399.0;1969-07-03
28000972;MARIA CONCEPCION SANTOS;15;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO;SOC.CIVIL M.CONCEPCION.SANTOS 21786;2;Madrid-Sur;0.0;7;Alcorcón;0.0;Sin distrito;430014.5;4466431.0;1973-02-03
