centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;centro_titular;dat_codigo;dat_nombre;direccion_codigo_postal;municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;direccion_coor_x;direccion_coor_y;fecha_constitución
28005261;CONDE DE ROMANONES;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28027.0;79;Madrid;15.0;Ciudad Lineal;445512.0;4476509.0;1900-01-01
28005271;CRISTOBAL COLON;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28041.0;79;Madrid;17.0;Villaverde;440043.0;4466898.0;1978-04-19
28005283;C.P.DAOIZ Y VELARDE;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;12.0;Usera;441846.0;4475551.5; 
28005295;DIVINO CORAZON;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION EDUCATIVA DOCTRINA CRISTIANA;5;Madrid-Capital;28029.0;79;Madrid;6.0;Tetuán;440603.0;4480012.0;1963-06-11
28005301;DOCTOR MARAÑON;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28012.0;79;Madrid;1.0;Centro;441846.0;4475551.5;1988-05-18
28005313;DOCTOR R.KAPUR I;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28017.0;79;Madrid;15.0;Ciudad Lineal;441846.0;4475551.5; 
28005325;EDUARDO CALLEJO;71;CP PRI-SEC;COLEGIO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28025.0;79;Madrid;11.0;Carabanchel;441846.0;4475551.5;1900-01-01
28005337;C.P.EDUARDO MARQUINA;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;7.0;Chamberí;441846.0;4475551.5; 
28005349;EMILIA PARDO BAZAN;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28005.0;79;Madrid;1.0;Centro;440135.0;4473147.0;1900-01-01
28005350;FRANCISCO FATOU;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28031.0;79;Madrid;18.0;Villa de Vallecas;447506.0;4469675.0;1900-01-01
28005362;C.P.CIUDAD ESCOLAR PROVINCIAL;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;J.P.E.DIP.PROV.COMUNIDAD AUTONOMA DE MAD;5;Madrid-Capital;0.0;79;Madrid;8.0;Fuencarral-El Pardo;441846.0;4475551.5; 
28005374;FRANCISCO DE QUEVEDO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28007.0;79;Madrid;3.0;Retiro;442352.0;4472900.0;1900-01-01
28005386;FRANCISCO RUANO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28053.0;79;Madrid;13.0;Puente de Vallecas;442826.0;4470163.0;1900-01-01
28005398;INS.MED.PEDAG.FRAY BERNARDINO ALVAREZ;20;CP EE;COLEGIO DE EDUCACIÓN ESPECIAL;PÚBLICO;MINISTERIO DEL INTERIOR;5;Madrid-Capital;0.0;79;Madrid;11.0;Carabanchel;441846.0;4475551.5;1964-08-31
28005404;FRAY JUNIPERO SERRA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28038.0;79;Madrid;13.0;Puente de Vallecas;444140.0;4471868.0;1978-05-04
28005416;C.P.FRAY LUIS DE LEON;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;8.0;Fuencarral-El Pardo;441846.0;4475551.5;1990-04-11
28005428;FRAY PEDRO PONCE DE LEON;20;CP EE;COLEGIO DE EDUCACIÓN ESPECIAL;PÚBLICO;AYUNTAMIENTO;5;Madrid-Capital;28047.0;79;Madrid;10.0;Latina;436113.0;4471731.0;1974-10-10
28005431;REINA VICTORIA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28006.0;79;Madrid;4.0;Salamanca;442350.0;4476086.0;1900-01-01
28005441;GONZALO FERNANDEZ DE CORDOBA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28024.0;79;Madrid;10.0;Latina;433838.0;4471803.0;1900-01-01
28005453;GUATEMALA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28029.0;79;Madrid;8.0;Fuencarral-El Pardo;439451.0;4480370.0;1900-01-01
28005465;GUSTAVO ADOLFO BECQUER;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28017.0;79;Madrid;15.0;Ciudad Lineal;444942.0;4475022.0;1980-09-05
28005477;HAITI;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28047.0;79;Madrid;11.0;Carabanchel;436658.0;4470876.0;1975-09-03
28005489;HERMANOS PINZON;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28024.0;79;Madrid;10.0;Latina;434760.0;4472285.0;1900-01-01
28005490;HERNAN CORTES;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28047.0;79;Madrid;10.0;Latina;436261.0;4471447.0;1974-08-01
28005507;HEROES DE CUBA Y FILIPINAS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28030.0;79;Madrid;14.0;Moratalaz;441846.0;4475551.5;1995-04-28
28005519;HONDURAS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28031.0;79;Madrid;18.0;Villa de Vallecas;447307.0;4469869.0;1975-09-03
28005520;HOSPITAL DEL NIÑO JESUS;36;A. HOSP.;AULA HOSPITALARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28009.0;79;Madrid;3.0;Retiro;442574.0;4473916.0;1988-01-13
28005532;DE SORDOS;20;CP EE;COLEGIO DE EDUCACIÓN ESPECIAL;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28032.0;79;Madrid;20.0;San Blas-Canillejas;441846.0;4475551.5;1974-08-24
28005544;DE PEDAGOGIA TERAPEUTICA;20;CP EE;COLEGIO DE EDUCACIÓN ESPECIAL;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;4.0;Salamanca;441846.0;4475551.5;1900-01-01
28005556;MARIA SORIANO;20;CP EE;COLEGIO DE EDUCACIÓN ESPECIAL;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28054.0;79;Madrid;11.0;Carabanchel;435334.0;4468284.0;1974-11-15
28005568;ISAAC PERAL;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28025.0;79;Madrid;11.0;Carabanchel;437969.0;4470894.0;1975-06-30
28005571;LUIS BELLO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28002.0;79;Madrid;5.0;Chamartín;442886.0;4477222.0;1900-01-01
28005581;ISLAS FILIPINAS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28017.0;79;Madrid;15.0;Ciudad Lineal;441846.0;4475551.5;1995-04-28
28005593;JACINTO BENAVENTE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28028.0;79;Madrid;4.0;Salamanca;441846.0;4475551.5;1973-09-11
28005601;JAIME BALMES;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28053.0;79;Madrid;13.0;Puente de Vallecas;443061.0;4471026.0;1980-12-23
28005611;C.P.JAIME I EL CONQUISTADOR;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;14.0;Moratalaz;441846.0;4475551.5; 
28005623;JAVIER DE MIGUEL;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28018.0;79;Madrid;13.0;Puente de Vallecas;444277.0;4470688.0;1900-01-01
28005635;JOAQUIN DICENTA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28011.0;79;Madrid;10.0;Latina;437374.0;4473045.0;1975-09-03
28005647;C.P.JOSE ANTONIO;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;5.0;Chamartín;441846.0;4475551.5; 
28005659;C.N.M.JOSE EXPRONCEDA;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;1.0;Centro;441846.0;4475551.5; 
28005660;JOSE MARIA DE PEREDA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28053.0;79;Madrid;13.0;Puente de Vallecas;442708.0;4470349.0;1978-04-01
28005672;JOSEFA SEGOVIA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28033.0;79;Madrid;16.0;Hortaleza;441846.0;4475551.5;1900-01-01
28005684;JOVELLANOS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28044.0;79;Madrid;10.0;Latina;433511.0;4470129.0;1900-01-01
28005696;JUAN DE LA CIERVA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28041.0;79;Madrid;17.0;Villaverde;441372.0;4467322.0;1974-07-10
28005702;JUAN DE HERRERA;71;CP PRI-SEC;COLEGIO DE EDUCACIÓN PRIMARIA Y SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28031.0;79;Madrid;18.0;Villa de Vallecas;441846.0;4475551.5;1978-02-28
28005714;JUAN RAMON JIMENEZ;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28039.0;79;Madrid;6.0;Tetuán;440384.0;4479419.0;1975-05-10
28005726;JUAN SEBASTIAN ELCANO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28026.0;79;Madrid;12.0;Usera;440188.0;4471181.0;1975-04-25
28005738;LOPEZ VICUÑA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;RELIGIOSAS DE MARIA INMACULADA;5;Madrid-Capital;28037.0;79;Madrid;20.0;San Blas-Canillejas;448004.0;4475912.0;1971-06-30
28005741;LUIS DE GONGORA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28029.0;79;Madrid;8.0;Fuencarral-El Pardo;439430.0;4480681.0;1900-01-01
28005751;C.P.LUIS VIVES;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;1.0;Centro;441846.0;4475551.5; 
28005763;MANUEL DE FALLA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28021.0;79;Madrid;17.0;Villaverde;440048.0;4466436.0;1978-02-17
28005775;C.P.LAS ACACIAS (F);10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD AUTONOMA (EX.INAS);5;Madrid-Capital;0.0;79;Madrid;2.0;Arganzuela;441846.0;4475551.5; 
28005787;COLEGIO DIOCESANO MARIA INMACULADA - MOGAMBO;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION PIA AUTONOMA CONGREG. MARIANAS,INMACULADA Y S.JOSE;5;Madrid-Capital;28018.0;79;Madrid;13.0;Puente de Vallecas;444253.0;4470123.0;1987-02-04
28005799;COLEGIO DIOCESANO MARIA INMACULADA - JOAQUIN TURINA;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION PIA AUTONOMA CONGREG. MARIANAS,INMACULADA Y S.JOSE;5;Madrid-Capital;28044.0;79;Madrid;11.0;Carabanchel;435637.0;4469345.0;1975-08-06
28005805;COLEGIO DIOCESANO MARIA INMACULADA - LUIS RUIZ;4;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO CONCERTADO;FUNDACION PIA AUTONOMA CONGREG. MARIANAS,INMACULADA Y S.JOSE;5;Madrid-Capital;28017.0;79;Madrid;15.0;Ciudad Lineal;445804.0;4475839.0;1987-02-04
28005817;JORGE MANRIQUE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28026.0;79;Madrid;12.0;Usera;439698.0;4471109.0;1900-01-01
28005829;C.P.MARIA DE MOLINA;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;10.0;Latina;441846.0;4475551.5; 
28005830;MARQUES DE MARCENADO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;MINISTERIO DE DEFENSA;5;Madrid-Capital;28005.0;79;Madrid;2.0;Arganzuela;438888.0;4473586.0;1900-01-01
28005842;MATER AMABILIS;72;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION MATER AMABILIS;5;Madrid-Capital;28031.0;79;Madrid;18.0;Villa de Vallecas;447426.0;4470002.0;1978-11-14
28005854;AMOS ACERO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28053.0;79;Madrid;13.0;Puente de Vallecas;443634.0;4471227.0;1900-01-01
28005866;MEJICO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28027.0;79;Madrid;15.0;Ciudad Lineal;444811.0;4477184.0;1975-09-03
28005878;MENDEZ NUNEZ;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28033.0;79;Madrid;16.0;Hortaleza;444080.0;4481129.0;1990-04-11
28005881;MENENDEZ Y PELAYO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28045.0;79;Madrid;2.0;Arganzuela;441323.0;4473009.0;1900-01-01
28005891;MENENDEZ PIDAL;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28030.0;79;Madrid;14.0;Moratalaz;445593.0;4472410.0;1979-05-16
28005908;MESONERO ROMANOS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28038.0;79;Madrid;13.0;Puente de Vallecas;445284.0;4471629.0;1978-07-12
28005911;NAVAS DE TOLOSA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28021.0;79;Madrid;17.0;Villaverde;441717.0;4466223.0;1974-08-01
28005921;NICARAGUA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28043.0;79;Madrid;16.0;Hortaleza;441846.0;4475551.5;1994-05-04
28005933;EDUARDO ROJO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28018.0;79;Madrid;13.0;Puente de Vallecas;443733.0;4470902.0;1975-09-03
28005945;NUESTRA SEÑORA DE LA CONCEPCION;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28027.0;79;Madrid;15.0;Ciudad Lineal;444878.0;4476485.0;1900-01-01
28005957;C.P.NTRA.SRA.DE COVADONGA;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;12.0;Usera;441846.0;4475551.5; 
28005970;C.P.NTRA.SRA.DE LAS VICTORIAS;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;6.0;Tetuán;441846.0;4475551.5;1991-04-09
28005982;LOS LUJANES;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28025.0;79;Madrid;11.0;Carabanchel;441846.0;4475551.5;1974-11-15
28005994;PADRE COLOMA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28022.0;79;Madrid;20.0;San Blas-Canillejas;447831.0;4477751.0;1978-10-27
28006007;PADRE MARIANA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28053.0;79;Madrid;13.0;Puente de Vallecas;443061.0;4469837.0;1900-01-01
28006019;PADRE PIQUER;45;CPR ES;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;PRIVADO CONCERTADO;FUNDACION OBRA SOCIAL Y MONTE DE PIEDAD DE MADRID;5;Madrid-Capital;28029.0;79;Madrid;6.0;Tetuán;441378.0;4480325.0;1975-11-10
28006020;PADRE POVEDA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28002.0;79;Madrid;5.0;Chamartín;443375.0;4478049.0;1976-02-20
28006032;PADRE VITORIA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28030.0;79;Madrid;14.0;Moratalaz;441846.0;4475551.5;1900-01-01
28006044;PARQUE ALUCHE;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28024.0;79;Madrid;10.0;Latina;435427.0;4471473.0;1900-01-01
28006056;PERU;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28019.0;79;Madrid;11.0;Carabanchel;439464.0;4471766.0;1978-03-31
28006068;PINAR DEL REY;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28033.0;79;Madrid;16.0;Hortaleza;444546.0;4480307.0;1979-03-01
28006071;PIO XII;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28029.0;79;Madrid;6.0;Tetuán;441181.0;4479816.0;1900-01-01
28006081;POZO DEL TIO RAIMUNDO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28018.0;79;Madrid;13.0;Puente de Vallecas;441846.0;4475551.5;1989-06-07
28006093;PRINCESA MARGARITA AUSTRIA;12;CP PRI;COLEGIO DE EDUCACIÓN PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28022.0;79;Madrid;20.0;San Blas-Canillejas;441846.0;4475551.5;1994-03-21
28006101;PUERTO RICO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28041.0;79;Madrid;12.0;Usera;438896.0;4468846.0;1967-06-17
28006111;GONZALO DE BERCEO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28025.0;79;Madrid;11.0;Carabanchel;438613.0;4470497.0;1978-06-28
28006123;RAMIRO DE MAEZTU;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28006.0;79;Madrid;5.0;Chamartín;441808.0;4477079.0;1974-12-12
28006135;REGIMIENTO INMEMORIAL DEL REY;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28030.0;79;Madrid;14.0;Moratalaz;444233.0;4473169.0;1900-01-01
28006147;C.P.REPUBLICA ARGENTINA;10;CP EGB;CENTRO PUBLICO DE EDUCACION GENERAL BASICA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;0.0;79;Madrid;1.0;Centro;441846.0;4475551.5;1990-04-11
28006159;REPUBLICA DEL BRASIL;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28041.0;79;Madrid;12.0;Usera;441465.0;4469078.0;1975-09-03
28006160;REPUBLICA DOMINICANA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28044.0;79;Madrid;11.0;Carabanchel;436145.0;4469793.0;1974-01-28
28006172;REPUBLICA DE ECUADOR;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28019.0;79;Madrid;11.0;Carabanchel;438466.0;4471035.0;1975-08-25
28006184;REPUBLICA DEL PARAGUAY;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28034.0;79;Madrid;8.0;Fuencarral-El Pardo;441153.0;4482606.0;1976-08-28
28006196;REPUBLICA DEL URUGUAY;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28047.0;79;Madrid;10.0;Latina;437123.0;4471690.0;1976-01-31
28006202;REPUBLICA DE VENEZUELA;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28026.0;79;Madrid;12.0;Usera;439421.0;4470576.0;1975-05-10
28006214;LOS ROSALES;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28021.0;79;Madrid;17.0;Villaverde;442499.0;4466988.0;1900-01-01
28006226;RUBEN DARIO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28043.0;79;Madrid;16.0;Hortaleza;441846.0;4475551.5;1975-06-30
28006238;RUFINO BLANCO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28010.0;79;Madrid;7.0;Chamberí;440431.0;4476631.0;1980-09-06
28006241;RUIZ GIMENEZ;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28028.0;79;Madrid;4.0;Salamanca;441846.0;4475551.5;1973-09-11
28006251;SAGUNTO;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28021.0;79;Madrid;17.0;Villaverde;441802.0;4465855.0;1977-04-18
28006263;SAN CARLOS;14;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;5;Madrid-Capital;28021.0;79;Madrid;17.0;Villaverde;439535.0;4466127.0;1978-07-28
